"ZIP.CODE","Name","Geographic.Unit","Median.Household.Income.2020.Estimated.","BOROUGH.NAME","mean_sale","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone","coordsx","coordsy"
"11379","11379, Middle Village, NY","Zip Code",83408.319844421,"Queens",729138.104,40.71676,-73.87953,"Middle Village","NY","New York",TRUE,NA,37991,7069.8,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",594636.394882944,4507919.1754233
"11385","11385, Ridgewood, NY","Zip Code",72181.334910121,"Queens",681488.043010753,40.70102,-73.89013,"Ridgewood","NY","New York",TRUE,NA,107796,11510.4,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",593763.165252176,4506160.55636584
"11411","11411, Cambria Heights, NY","Zip Code",92719.356845905,"Queens",433231.27173913,40.694,-73.73619,"Cambria Heights","NY","New York",TRUE,NA,20719,6848.9,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",606779.713828327,4505556.98378495
"11412","11412, Saint Albans, NY","Zip Code",78222.41338911,"Queens",445703.217261905,40.69811,-73.75896,"Saint Albans","NY","New York",TRUE,NA,37857,8874.3,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",604849.378368957,4505985.80035861
"11413","11413, Springfield Gardens, NY","Zip Code",85894.764012702,"Queens",438053.614886731,40.66992,-73.7509,"Springfield Gardens","NY","New York",TRUE,NA,41650,5180.5,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",605574.824348825,4502866.15248686
"11414","11414, Howard Beach, NY","Zip Code",72790.703071522,"Queens",634691.105263158,40.65809,-73.84495,"Howard Beach","NY","New York",TRUE,NA,28313,4728.1,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",597642.733101612,4501444.24046274
"11415","11415, Kew Gardens, NY","Zip Code",67760.197737617,"Queens",931815,40.70795,-73.82816,"Kew Gardens","NY","New York",TRUE,NA,18891,12887.6,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",598988.31156809,4506997.82589935
"11416","11416, Ozone Park, NY","Zip Code",66083.691726677,"Queens",541261.837209302,40.68458,-73.8496,"Ozone Park","NY","New York",TRUE,NA,26744,15604.8,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",597211.15128105,4504379.65061645
"11417","11417, Ozone Park, NY","Zip Code",74225.406150054,"Queens",544848.444444444,40.67637,-73.84441,"Ozone Park","NY","New York",TRUE,NA,31321,10806.2,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",597661.709152137,4503474.03933254
"11418","11418, Richmond Hill, NY","Zip Code",67709.783254788,"Queens",608732.246376812,40.70019,-73.83611,"Richmond Hill","NY","New York",TRUE,NA,38405,9088.4,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",598328.154081234,4506127.48063437
"11419","11419, South Richmond Hill, NY","Zip Code",71391.48636377,"Queens",532137.86440678,40.68863,-73.82297,"South Richmond Hill","NY","New York",TRUE,NA,48369,16683,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",599455.466532553,4504859.02846015
"11420","11420, South Ozone Park, NY","Zip Code",68920.591472813,"Queens",484545.392,40.67358,-73.81787,"South Ozone Park","NY","New York",TRUE,NA,47470,8822.6,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",599908.882144756,4503194.15913889
"11421","11421, Woodhaven, NY","Zip Code",72458.148050746,"Queens",532615.480769231,40.69401,-73.85869,"Woodhaven","NY","New York",TRUE,NA,41251,12345,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",596429.415932564,4505416.42935813
"11422","11422, Rosedale, NY","Zip Code",89171.112088652,"Queens",474331.602564103,40.66041,-73.73626,"Rosedale","NY","New York",TRUE,NA,32761,6311.1,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",606827.413580892,4501828.16112327
"11423","11423, Hollis, NY","Zip Code",70780.496600853,"Queens",659052.46969697,40.71561,-73.76843,"Hollis","NY","New York",TRUE,NA,30104,8212.3,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",604022.048200387,4507917.17607944
"11426","11426, Bellerose, NY","Zip Code",87848.820115515,"Queens",617046.153846154,40.73646,-73.72237,"Bellerose","NY","New York",TRUE,NA,20524,5873.7,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",607878.828834009,4510287.2784813
"11427","11427, Queens Village, NY","Zip Code",74401.752000937,"Queens",650136.358974359,40.73097,-73.74553,"Queens Village","NY","New York",TRUE,NA,24560,5997.9,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",605931.936568693,4509649.63844294
"11428","11428, Queens Village, NY","Zip Code",73666.442128301,"Queens",540636.957264957,40.72098,-73.74227,"Queens Village","NY","New York",TRUE,NA,18836,8745.4,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",606223.114665158,4508544.60494443
"11429","11429, Queens Village, NY","Zip Code",84744.426879607,"Queens",465515.12755102,40.70978,-73.7387,"Queens Village","NY","New York",TRUE,NA,27454,8192.7,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",606542.486829026,4507305.63945369
"11432","11432, Jamaica, NY","Zip Code",55790.070175168,"Queens",950480.630434783,40.71529,-73.79306,"Jamaica","NY","New York",TRUE,NA,64299,11550.3,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",601942.166695589,4507852.77148873
"11433","11433, Jamaica, NY","Zip Code",51470.023764275,"Queens",418851.122222222,40.69813,-73.78684,"Jamaica","NY","New York",TRUE,NA,37021,9225.6,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",602493.849336853,4505955.11993313
"11434","11434, Jamaica, NY","Zip Code",62013.012793777,"Queens",453059.358090186,40.67677,-73.77626,"Jamaica","NY","New York",TRUE,NA,64304,7596.4,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",603420.742256565,4503596.40111908
"11435","11435, Jamaica, NY","Zip Code",63846.373803895,"Queens",522263.119266055,40.70138,-73.80968,"Jamaica","NY","New York",TRUE,NA,59605,15055.8,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",600559.280701641,4506289.49797994
"11436","11436, Jamaica, NY","Zip Code",75053.038670777,"Queens",417844.465517241,40.67577,-73.79672,"Jamaica","NY","New York",TRUE,NA,19167,9329.6,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",601693.106911997,4503461.51997343
"11691","11691, Far Rockaway, NY","Zip Code",45498.727267057,"Queens",483132.913043478,40.60138,-73.76103,"Far Rockaway","NY","New York",TRUE,NA,68543,9613.5,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",604825.771841399,4495245.65319541
"11692","11692, Arverne, NY","Zip Code",45704.825848188,"Queens",371838.36,40.59369,-73.79231,"Arverne","NY","New York",TRUE,NA,22074,8501,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",602190.907882502,4494355.24034582
"11693","11693, Far Rockaway, NY","Zip Code",59907.163873573,"Queens",344244.674418605,40.5965,-73.81676,"Far Rockaway","NY","New York",TRUE,NA,12944,5068.3,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",600117.787788274,4494639.072408
"11694","11694, Rockaway Park, NY","Zip Code",80956.640093775,"Queens",902621.58,40.57775,-73.84386,"Rockaway Park","NY","New York",TRUE,NA,21202,6126.2,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",597852.047680875,4492527.26134042
"11697","11697, Breezy Point, NY","Zip Code",107879.27381419,"Queens",477219.642857143,40.55951,-73.9066,"Breezy Point","NY","New York",TRUE,NA,3674,546.5,36081,"Queens","{""36081"": ""100""}","Queens","36081",FALSE,FALSE,"America/New_York",592566.960338415,4490434.72483016
